## System ID,Tag Name,Retentive Mode,Initial Value,MODBUS Start Address,MODBUS End Address,Number of Characters,Number of Rows,Number of Columns,Wiring Label,Comment,Forceable,Init Forced,Init Force Value,Remote Access,I/O Address,Data Type,Structure Type,BOW Details
## 3.0
F32-000457,"HoleDistance43",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000456,"HoleDistance44",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000459,"HoleDistance45",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000458,"HoleDistance46",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000454,"HoleDistance47",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000453,"HoleDistance48",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000455,"HoleDistance49",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000091,"HoleDistance5",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000490,"HoleDistance50",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000489,"HoleDistance51",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000492,"HoleDistance52",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000491,"HoleDistance53",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000486,"HoleDistance54",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000485,"HoleDistance55",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000488,"HoleDistance56",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000487,"HoleDistance57",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000484,"HoleDistance58",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000483,"HoleDistance59",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000092,"HoleDistance6",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000473,"HoleDistance60",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000480,"HoleDistance61",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000479,"HoleDistance62",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000482,"HoleDistance63",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000481,"HoleDistance64",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000476,"HoleDistance65",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000475,"HoleDistance66",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000478,"HoleDistance67",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000477,"HoleDistance68",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000474,"HoleDistance69",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000093,"HoleDistance7",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000504,"HoleDistance70",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000503,"HoleDistance71",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000510,"HoleDistance72",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000509,"HoleDistance73",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000512,"HoleDistance74",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000511,"HoleDistance75",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000506,"HoleDistance76",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000505,"HoleDistance77",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000508,"HoleDistance78",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000507,"HoleDistance79",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000094,"HoleDistance8",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000493,"HoleDistance80",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000495,"HoleDistance81",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000494,"HoleDistance82",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000500,"HoleDistance83",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000499,"HoleDistance84",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000502,"HoleDistance85",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000501,"HoleDistance86",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000497,"HoleDistance87",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000496,"HoleDistance88",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000498,"HoleDistance89",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000095,"HoleDistance9",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000514,"HoleDistance90",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000513,"HoleDistance91",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000516,"HoleDistance92",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000515,"HoleDistance93",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000520,"HoleDistance94",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000519,"HoleDistance95",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000522,"HoleDistance96",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000521,"HoleDistance97",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000518,"HoleDistance98",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000517,"HoleDistance99",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000098,"HoleSize1",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000097,"HoleSize10",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000099,"HoleSize2",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000100,"HoleSize3",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000101,"HoleSize4",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000102,"HoleSize5",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000103,"HoleSize6",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000104,"HoleSize7",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000105,"HoleSize8",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000106,"HoleSize9",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
C-000079,"HomePosition",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000089,"Home_Die_Motor",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000060,"Home_Postion",false,"0",,,,,,,,true,false,"0",false,,"C",,false
C-000091,"Home_Table_Motor",false,"0",,,,,,,,false,false,"0",false,,"C",,false
SBR-001015,"I/O Configuration Error",false,"0",,,,,,,"On if actual I/O configuration and project I/O configuration do not match",,,,false,,"SBR",,false
SBR-001014,"I/O Error",false,"0",,,,,,,"On for any module error (such as a blown fuse)",,,,false,,"SBR",,false
SWRW-001758,"Identify Module Base Number",false,"0",,,,,,,"base number of module to be identified (See ""Requested Module Name"" tag)",,,,false,,"SWRW",,false
SWRW-001757,"Identify Module Group Number",false,"0",,,,,,,"group number of module to be identified (See ""Requested Module Name"" tag)",,,,false,,"SWRW",,false
SBRW-001005,"Identify Module Request bit",false,"0",,,,,,,"set On to refresh ""Requested Module Name"" tag per the 3 ""Identify"" GBS tags",,,,false,,"SBRW",,false
SWRW-001759,"Identify Module Slot Number",false,"0",,,,,,,"slot number of module to be identified (See ""Requested Module Name"" tag)",,,,false,,"SWRW",,false
C-000057,"InProgress",false,"0",,,,,,,,false,false,"0",false,,"C",,false
F32-000081,"InchesMoved",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
C-000111,"IncrementCount",false,"0",,,,,,,,false,false,"0",false,,"C",,false
S32-000123,"Index",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
SBRW-001002,"Initiate_New_Date",false,"0",,,,,,,"set On to change clock date (see ""Clock Year Set"" tag)",,,,false,,"SBRW",,false
SBRW-001001,"Initiate_New_Time",false,"0",,,,,,,"set On to change clock time (see ""Clock Hours Set"" tag)",,,,false,,"SBRW",,false
S32-000085,"Jerk",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
SWR-001504,"Last Logic Scan Time [x100=usec]",false,"0",,,,,,,"most recent logic scan time",,,,false,,"SWR",,false
SWR-001501,"Last Scan Interval [x100=usec]",false,"0",,,,,,,"most recent overall scan time",,,,false,,"SWR",,false
C-000106,"LatchHomeDie",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000107,"LatchHomeTable",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000109,"LatchHomeTable1",false,"0",,,,,,,,false,false,"0",false,,"C",,false
STR-000001,"Line2",false,,,,10,,,,,,,,false,,"STR",,false
STR-000002,"Line3",false,,,,10,,,,,,,,false,,"STR",,false
STR-000003,"Line4",false,,,,10,,,,,,,,false,,"STR",,false
F32-000083,"LowLimit",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
MST-0.0.0.1,"MST-0.0.0.1",false,"0",,,,,,,"RS232 Heartbeat Timeout Bit",false,false,"0",false,"MST-0.0.0.1","MST",,false
MST-0.0.0.2,"MST-0.0.0.2",false,"0",,,,,,,"RS232 Port Buffer Full Bit (95% Full)",false,false,"0",false,"MST-0.0.0.2","MST",,false
MST-0.0.0.3,"MST-0.0.0.3",false,"0",,,,,,,"RS232 Port Ready Bit",false,false,"0",false,"MST-0.0.0.3","MST",,false
MST-0.0.0.33,"MST-0.0.0.33",false,"0",,,,,,,"RS485 Heartbeat Timeout Bit",false,false,"0",false,"MST-0.0.0.33","MST",,false
MST-0.0.0.34,"MST-0.0.0.34",false,"0",,,,,,,"RS485 Port Buffer Full Bit (95% Full)",false,false,"0",false,"MST-0.0.0.34","MST",,false
MST-0.0.0.35,"MST-0.0.0.35",false,"0",,,,,,,"RS485 Port Ready Bit",false,false,"0",false,"MST-0.0.0.35","MST",,false
MST-0.0.0.65,"MST-0.0.0.65",false,"0",,,,,,,"Ethernet Heartbeat Timeout Bit",false,false,"0",false,"MST-0.0.0.65","MST",,false
MST-0.0.0.66,"MST-0.0.0.66",false,"0",,,,,,,"Ethernet Port Buffer Full Bit (95% Full)",false,false,"0",false,"MST-0.0.0.66","MST",,false
MST-0.0.0.67,"MST-0.0.0.67",false,"0",,,,,,,"Ethernet Port Ready Bit",false,false,"0",false,"MST-0.0.0.67","MST",,false
MST-0.1.4.1,"MST-0.1.4.1",false,"0",,,,,,,"Module Ready",false,false,"0",false,"MST-0.1.4.1","MST",,false
MST-0.1.4.33,"MST-0.1.4.33",false,"0",,,,,,,"Port 1 Heartbeat Timeout Bit",false,false,"0",false,"MST-0.1.4.33","MST",,false
MST-0.1.4.34,"MST-0.1.4.34",false,"0",,,,,,,"Port 1 Port Buffer Full Bit (95% Full)",false,false,"0",false,"MST-0.1.4.34","MST",,false
MST-0.1.4.35,"MST-0.1.4.35",false,"0",,,,,,,"Port 1 Port Ready Bit",false,false,"0",false,"MST-0.1.4.35","MST",,false
MST-0.1.4.37,"MST-0.1.4.37",false,"0",,,,,,,"Port 1 5V Failed or Overloaded",false,false,"0",false,"MST-0.1.4.37","MST",,false
MST-0.1.4.49,"MST-0.1.4.49",false,"0",,,,,,,"Port 2 Heartbeat Timeout Bit",false,false,"0",false,"MST-0.1.4.49","MST",,false
MST-0.1.4.50,"MST-0.1.4.50",false,"0",,,,,,,"Port 2 Port Buffer Full Bit (95% Full)",false,false,"0",false,"MST-0.1.4.50","MST",,false
MST-0.1.4.51,"MST-0.1.4.51",false,"0",,,,,,,"Port 2 Port Ready Bit",false,false,"0",false,"MST-0.1.4.51","MST",,false
MST-0.1.4.52,"MST-0.1.4.52",false,"0",,,,,,,"Port 2 CTS Timeout",false,false,"0",false,"MST-0.1.4.52","MST",,false
MST-0.1.4.65,"MST-0.1.4.65",false,"0",,,,,,,"Port 3 Heartbeat Timeout Bit",false,false,"0",false,"MST-0.1.4.65","MST",,false
MST-0.1.4.66,"MST-0.1.4.66",false,"0",,,,,,,"Port 3 Port Buffer Full Bit (95% Full)",false,false,"0",false,"MST-0.1.4.66","MST",,false
MST-0.1.4.67,"MST-0.1.4.67",false,"0",,,,,,,"Port 3 Port Ready Bit",false,false,"0",false,"MST-0.1.4.67","MST",,false
MST-0.1.4.68,"MST-0.1.4.68",false,"0",,,,,,,"Port 3 CTS Timeout",false,false,"0",false,"MST-0.1.4.68","MST",,false
MST-0.1.4.81,"MST-0.1.4.81",false,"0",,,,,,,"Port 4 Heartbeat Timeout Bit",false,false,"0",false,"MST-0.1.4.81","MST",,false
MST-0.1.4.82,"MST-0.1.4.82",false,"0",,,,,,,"Port 4 Port Buffer Full Bit (95% Full)",false,false,"0",false,"MST-0.1.4.82","MST",,false
MST-0.1.4.83,"MST-0.1.4.83",false,"0",,,,,,,"Port 4 Port Ready Bit",false,false,"0",false,"MST-0.1.4.83","MST",,false
C-000086,"MoveDiePosition",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000110,"NextHoleSize",false,"0",,,,,,,,false,false,"0",false,,"C",,false
SBR-001013,"Noncritical Error Bit",false,"0",,,,,,,"On when a noncritical error is active",,,,false,,"SBR",,false
SWR-000021,"Noncritical Error Log 01",false,"0",,,,,,,"most recent noncritical error",,,,false,,"SWR",,false
SWR-000022,"Noncritical Error Log 02",false,"0",,,,,,,"2nd most recent noncritical error",,,,false,,"SWR",,false
SWR-000023,"Noncritical Error Log 03",false,"0",,,,,,,"3rd most recent noncritical error",,,,false,,"SWR",,false
SWR-000024,"Noncritical Error Log 04",false,"0",,,,,,,"4th most recent noncritical error",,,,false,,"SWR",,false
SWR-000025,"Noncritical Error Log 05",false,"0",,,,,,,"5th most recent noncritical error",,,,false,,"SWR",,false
SWR-000026,"Noncritical Error Log 06",false,"0",,,,,,,"6th most recent noncritical error",,,,false,,"SWR",,false
SWR-000027,"Noncritical Error Log 07",false,"0",,,,,,,"7th most recent noncritical error",,,,false,,"SWR",,false
SWR-000028,"Noncritical Error Log 08",false,"0",,,,,,,"8th most recent noncritical error",,,,false,,"SWR",,false
SWR-000029,"Noncritical Error Log 09",false,"0",,,,,,,"9th most recent noncritical error",,,,false,,"SWR",,false
SWR-000030,"Noncritical Error Log 10",false,"0",,,,,,,"10th most recent noncritical error",,,,false,,"SWR",,false
SWR-000031,"Noncritical Error Log 11",false,"0",,,,,,,"11th most recent noncritical error",,,,false,,"SWR",,false
SWR-000032,"Noncritical Error Log 12",false,"0",,,,,,,"12th most recent noncritical error",,,,false,,"SWR",,false
SWR-000033,"Noncritical Error Log 13",false,"0",,,,,,,"13th most recent noncritical error",,,,false,,"SWR",,false
SWR-000034,"Noncritical Error Log 14",false,"0",,,,,,,"14th most recent noncritical error",,,,false,,"SWR",,false
SWR-000035,"Noncritical Error Log 15",false,"0",,,,,,,"15th most recent noncritical error",,,,false,,"SWR",,false
SWR-000036,"Noncritical Error Log 16",false,"0",,,,,,,"16th most recent noncritical error",,,,false,,"SWR",,false
SWR-000037,"Noncritical Error Log 17",false,"0",,,,,,,"17th most recent noncritical error",,,,false,,"SWR",,false
SWR-000038,"Noncritical Error Log 18",false,"0",,,,,,,"18th most recent noncritical error",,,,false,,"SWR",,false
SWR-000039,"Noncritical Error Log 19",false,"0",,,,,,,"19th most recent noncritical error",,,,false,,"SWR",,false
SWR-000040,"Noncritical Error Log 20",false,"0",,,,,,,"20th most recent noncritical error",,,,false,,"SWR",,false
SSTR-000021,"Noncritical Error Log String 01",false,,,,50,,,,"most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000022,"Noncritical Error Log String 02",false,,,,50,,,,"2nd most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000023,"Noncritical Error Log String 03",false,,,,50,,,,"3rd most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000024,"Noncritical Error Log String 04",false,,,,50,,,,"4th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000025,"Noncritical Error Log String 05",false,,,,50,,,,"5th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000026,"Noncritical Error Log String 06",false,,,,50,,,,"6th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000027,"Noncritical Error Log String 07",false,,,,50,,,,"7th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000028,"Noncritical Error Log String 08",false,,,,50,,,,"8th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000029,"Noncritical Error Log String 09",false,,,,50,,,,"9th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000030,"Noncritical Error Log String 10",false,,,,50,,,,"10th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000031,"Noncritical Error Log String 11",false,,,,50,,,,"11th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000032,"Noncritical Error Log String 12",false,,,,50,,,,"12th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000033,"Noncritical Error Log String 13",false,,,,50,,,,"13th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000034,"Noncritical Error Log String 14",false,,,,50,,,,"14th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000035,"Noncritical Error Log String 15",false,,,,50,,,,"15th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000036,"Noncritical Error Log String 16",false,,,,50,,,,"16th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000037,"Noncritical Error Log String 17",false,,,,50,,,,"17th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000038,"Noncritical Error Log String 18",false,,,,50,,,,"18th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000039,"Noncritical Error Log String 19",false,,,,50,,,,"19th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000040,"Noncritical Error Log String 20",false,,,,50,,,,"20th most recent noncritical error message",,,,false,,"SSTR",,false
SWRW-000251,"Number of Critical Errors",false,"0",,,,,,,"number of critical errors",,,,false,,"SWRW",,false
SWRW-000252,"Number of Non-critical Errors",false,"0",,,,,,,"number of noncritical errors",,,,false,,"SWRW",,false
C-000084,"Ons",false,"0",,,,,,,,false,false,"0",false,,"C",,false
SSTR-000105,"PLC LCD Display[CPU]",false,,,,50,,,,"PLC LCD Data Display",,,,false,,"SSTR",,false
SWR-001505,"Peak Logic Scan Time [x100=usec]",false,"0",,,,,,,"longest logic scan time",,,,false,,"SWR",,false
SWR-001502,"Peak Scan Interval [x100=usec]",false,"0",,,,,,,"longest overall scan time",,,,false,,"SWR",,false
SSTRUC-000001,"PolyPipe",false,,,,,,,,"System Structure for an AMC Module",,,,false,,"SSTRUC","AMC4",false
S32-000007,"PolyPipe.Ax1AxisStatus",false,"0",,,,,,,,false,false,"0",false,,"S32","AMC4",false
S32-000002,"PolyPipe.Ax1Deviation",false,"0",,,,,,,,false,false,"0",false,,"S32","AMC4",false
F32-000021,"PolyPipe.Ax1EncPosition",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32","AMC4",false
C-000002,"PolyPipe.Ax1In1",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000003,"PolyPipe.Ax1In2",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000004,"PolyPipe.Ax1In3",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000005,"PolyPipe.Ax1In4",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000006,"PolyPipe.Ax1In5",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000007,"PolyPipe.Ax1In6",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000008,"PolyPipe.Ax1Out1",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000009,"PolyPipe.Ax1Out2",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000010,"PolyPipe.Ax1Out3",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
F32-000001,"PolyPipe.Ax1Position",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32","AMC4",false
F32-000002,"PolyPipe.Ax1ResetPosition",false,"0.0",,,,,,,,true,false,"0.0",false,,"F32","AMC4",false
F32-000003,"PolyPipe.Ax1Velocity",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32","AMC4",false
S32-000013,"PolyPipe.Ax2AxisStatus",false,"0",,,,,,,,false,false,"0",false,,"S32","AMC4",false
F32-000004,"PolyPipe.Ax2Deviation",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32","AMC4",false
S32-000074,"PolyPipe.Ax2EncPosition",true,"0",,,,,,,,true,false,"0",false,,"S32","AMC4",false
C-000011,"PolyPipe.Ax2In1",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000012,"PolyPipe.Ax2In2",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000013,"PolyPipe.Ax2In3",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000014,"PolyPipe.Ax2In4",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000015,"PolyPipe.Ax2In5",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000016,"PolyPipe.Ax2In6",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000017,"PolyPipe.Ax2Out1",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000018,"PolyPipe.Ax2Out2",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000019,"PolyPipe.Ax2Out3",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
F32-000006,"PolyPipe.Ax2Position",true,"0.0",,,,,,,,true,false,"0.0",false,,"F32","AMC4",false
F32-000007,"PolyPipe.Ax2ResetPosition",false,"0.0",,,,,,,,true,false,"0.0",false,,"F32","AMC4",false
F32-000008,"PolyPipe.Ax2Velocity",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32","AMC4",false
S32-000019,"PolyPipe.Ax3AxisStatus",false,"0",,,,,,,,false,false,"0",false,,"S32","AMC4",false
F32-000009,"PolyPipe.Ax3Deviation",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32","AMC4",false
F32-000010,"PolyPipe.Ax3EncPosition",true,"0.0",,,,,,,,true,false,"0.0",false,,"F32","AMC4",false
C-000020,"PolyPipe.Ax3In1",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000021,"PolyPipe.Ax3In2",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000022,"PolyPipe.Ax3In3",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000023,"PolyPipe.Ax3In4",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000024,"PolyPipe.Ax3In5",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000025,"PolyPipe.Ax3In6",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000026,"PolyPipe.Ax3Out1",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000027,"PolyPipe.Ax3Out2",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000028,"PolyPipe.Ax3Out3",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
F32-000020,"PolyPipe.Ax3Position",true,"0.0",400001,400002,,,,,,true,false,"0.0",false,,"F32","AMC4",false
F32-000037,"PolyPipe.Ax3ResetPosition",false,"0.0",,,,,,,,true,false,"0.0",false,,"F32","AMC4",false
F32-000019,"PolyPipe.Ax3Velocity",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32","AMC4",false
S32-000025,"PolyPipe.Ax4AxisStatus",false,"0",,,,,,,,false,false,"0",false,,"S32","AMC4",false
S32-000020,"PolyPipe.Ax4Deviation",false,"0",,,,,,,,false,false,"0",false,,"S32","AMC4",false
F32-000035,"PolyPipe.Ax4EncPosition",true,"0.0",,,,,,,,true,false,"0.0",false,,"F32","AMC4",false
C-000029,"PolyPipe.Ax4In1",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000030,"PolyPipe.Ax4In2",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000031,"PolyPipe.Ax4In3",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000032,"PolyPipe.Ax4In4",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000033,"PolyPipe.Ax4In5",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000034,"PolyPipe.Ax4In6",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000035,"PolyPipe.Ax4Out1",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000036,"PolyPipe.Ax4Out2",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
C-000037,"PolyPipe.Ax4Out3",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
F32-000036,"PolyPipe.Ax4Position",true,"0.0",,,,,,,,false,false,"0.0",false,,"F32","AMC4",false
F32-000038,"PolyPipe.Ax4ResetPosition",false,"0.0",,,,,,,,true,false,"0.0",false,,"F32","AMC4",false
F32-000034,"PolyPipe.Ax4Velocity",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32","AMC4",false
C-000001,"PolyPipe.ModuleReady",false,"0",,,,,,,,false,false,"0",false,,"C","AMC4",false
S32-000001,"PolyPipe.ModuleStatus",false,"0",,,,,,,,false,false,"0",false,,"S32","AMC4",false
F32-000069,"PolyPipePositionCapture",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
C-000069,"PolyPipePositionSet",false,"0",,,,,,,,true,false,"0",false,,"C",,false
S32-000109,"PolyPipePunchTrigger",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
SBRW-001006,"Portable Memory Device Eject",false,"0",,,,,,,"Users set to 1(ON) and the system reset to 0 as eject is completed",,,,false,,"SBRW",,false
SBR-000001,"Portable Memory Device Ready",false,"0",,,,,,,"PMD is installed and ready to use",,,,false,,"SBR",,false
F32-000107,"Potent_Edge_scale_mm",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000084,"PotentiometerPositionMM",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000054,"Preset1Target",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000055,"Preset2Target",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
S32-000086,"PresetPulseTime",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
SWR-001512,"Program Memory Size",false,"0",,,,,,,"current percentage of CPU memory used by the project",,,,false,,"SWR",,false
SBRW-001003,"Refresh Critical Error Log",false,"0",,,,,,,"set On to refresh the ""Critical Error Log""",,,,false,,"SBRW",,false
SBRW-001004,"Refresh Non-Critical Error Log",false,"0",,,,,,,"set On to refresh the ""Noncritical Error Log""",,,,false,,"SBRW",,false
F32-000056,"RegCapture",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
S32-000087,"RegCount",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
